Location coordinates of network setup:
[(0, 0), (-1, 1), (-35, 28), (-37, -27), (12, -19), (7, 32), (14, -28), (18, -1), (3, 6), (-10, -50), (8, 7), (23, -18), (-39, -46), (16, -42), (20, -50), (34, 26), (34, 39), (-49, 26), (-27, -29), (-39, -9), (-33, 19), (7, -17), (-24, -13), (41, 44), (33, -17), (-5, -36), (-41, 46), (39, -25), (29, 16), (-31, -37), (1, -4), (-40, 44), (-35, 37), (40, -19), (40, 0), (26, 26), (30, -14), (28, -6), (18, -28), (-31, 16), (6, 15), (-41, -7), (41, 45), (-30, 14), (-10, -31), (20, 34), (-7, -12), (30, -45), (-16, 47), (3, -45), (2, 28), (-6, 48), (-21, -22), (-27, 42), (34, 49), (0, -27), (28, 32), (-12, -49), (-47, 29), (-30, 9), (-11, 11), (-10, -3), (-42, 44), (2, 50), (-16, -11), (46, -31), (-35, 14), (-27, -16), (46, 31), (18, 36), (40, -49), (39, -22), (11, -34), (-9, 37), (-8, 6), (34, 5)]

Depot Index: 0

Customer node indices: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]

Charging station indices: [51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]

Random service times: [0, 14, 11, 15, 11, 14, 11, 15, 12, 14, 10, 14, 10, 11, 13, 10, 10, 13, 14, 12, 11, 13, 10, 10, 10, 13, 14, 11, 10, 12, 15, 10, 15, 11, 13, 11, 15, 13, 15, 10, 10, 10, 11, 14, 15, 10, 11, 14, 15, 12, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Time Windows: [(0, 1000), (18, 500), (37, 500), (8, 500), (10, 500), (33, 500), (42, 500), (12, 500), (7, 500), (18, 500), (1, 500), (0, 500), (12, 500), (9, 500), (9, 500), (6, 500), (49, 500), (10, 500), (14, 500), (48, 500), (16, 500), (14, 500), (5, 500), (25, 500), (26, 500), (32, 500), (40, 500), (21, 500), (17, 500), (45, 500), (15, 500), (10, 500), (32, 500), (47, 500), (50, 500), (5, 500), (18, 500), (10, 500), (44, 500), (25, 500), (18, 500), (19, 500), (48, 500), (45, 500), (20, 500), (22, 500), (9, 500), (22, 500), (25, 500), (32, 500), (8, 500), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000)]

Demands: [0, 1, 9, 1, 4, 8, 3, 9, 3, 3, 1, 6, 7, 8, 10, 9, 6, 9, 9, 9, 4, 10, 1, 9, 6, 5, 6, 7, 5, 5, 8, 8, 7, 9, 4, 4, 4, 1, 8, 3, 10, 9, 6, 1, 10, 8, 2, 4, 1, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Vehicle Capacities: [28, 29, 25, 28, 29, 25, 29, 27, 29, 27, 26, 28, 25, 25, 28, 25, 28, 25, 25, 26]

Battery Capacities: [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]

Distance Matrix:
[0, 1, 45, 46, 22, 33, 31, 18, 7, 51, 11, 29, 60, 45, 54, 43, 52, 55, 40, 40, 38, 18, 27, 60, 37, 36, 62, 46, 33, 48, 4, 59, 51, 44, 40, 37, 33, 29, 33, 35, 16, 42, 61, 33, 33, 39, 14, 54, 50, 45, 28, 48, 30, 50, 60, 27, 43, 50, 55, 31, 16, 10, 61, 50, 19, 55, 38, 31, 55, 40, 63, 45, 36, 38, 10, 34]
[1, 0, 43, 46, 24, 32, 33, 19, 6, 52, 11, 31, 60, 46, 55, 43, 52, 54, 40, 39, 37, 20, 27, 60, 38, 37, 60, 48, 34, 48, 5, 58, 50, 46, 41, 37, 34, 30, 35, 34, 16, 41, 61, 32, 33, 39, 14, 55, 48, 46, 27, 47, 30, 49, 59, 28, 42, 51, 54, 30, 14, 10, 59, 49, 19, 57, 36, 31, 56, 40, 65, 46, 37, 37, 9, 35]
[45, 43, 0, 55, 66, 42, 74, 60, 44, 82, 48, 74, 74, 87, 95, 69, 70, 14, 58, 37, 9, 62, 42, 78, 82, 71, 19, 91, 65, 65, 48, 17, 9, 89, 80, 61, 77, 72, 77, 13, 43, 36, 78, 15, 64, 55, 49, 98, 27, 82, 37, 35, 52, 16, 72, 65, 63, 80, 12, 20, 29, 40, 17, 43, 43, 100, 14, 45, 81, 54, 107, 89, 77, 28, 35, 73]
[46, 46, 55, 0, 50, 74, 51, 61, 52, 35, 56, 61, 19, 55, 61, 89, 97, 54, 10, 18, 46, 45, 19, 105, 71, 33, 73, 76, 79, 12, 44, 71, 64, 77, 82, 82, 68, 68, 55, 43, 60, 20, 106, 42, 27, 83, 34, 69, 77, 44, 67, 81, 17, 70, 104, 37, 88, 33, 57, 37, 46, 36, 71, 86, 26, 83, 41, 15, 101, 84, 80, 76, 49, 70, 44, 78]
[22, 24, 66, 50, 0, 51, 9, 19, 27, 38, 26, 11, 58, 23, 32, 50, 62, 76, 40, 52, 59, 5, 36, 69, 21, 24, 84, 28, 39, 47, 19, 82, 73, 28, 34, 47, 19, 21, 11, 55, 35, 54, 70, 53, 25, 54, 20, 32, 72, 28, 48, 69, 33, 72, 71, 14, 53, 38, 76, 50, 38, 27, 83, 70, 29, 36, 57, 39, 60, 55, 41, 27, 15, 60, 32, 33]
[33, 32, 42, 74, 51, 0, 60, 35, 26, 84, 25, 52, 91, 75, 83, 28, 28, 56, 70, 62, 42, 49, 55, 36, 55, 69, 50, 65, 27, 79, 36, 49, 42, 61, 46, 20, 51, 43, 61, 41, 17, 62, 36, 41, 65, 13, 46, 80, 27, 77, 6, 21, 61, 35, 32, 59, 21, 83, 54, 44, 28, 39, 50, 19, 49, 74, 46, 59, 39, 12, 87, 63, 66, 17, 30, 38]
[31, 33, 74, 51, 9, 60, 0, 27, 36, 33, 36, 13, 56, 14, 23, 58, 70, 83, 41, 56, 66, 13, 41, 77, 22, 21, 92, 25, 46, 46, 27, 90, 81, 28, 38, 55, 21, 26, 4, 63, 44, 59, 78, 61, 24, 62, 26, 23, 81, 20, 57, 79, 36, 81, 80, 14, 62, 33, 83, 57, 46, 35, 91, 79, 34, 32, 65, 43, 67, 64, 33, 26, 7, 69, 40, 39]
[18, 19, 60, 61, 19, 35, 27, 0, 17, 56, 13, 18, 73, 41, 49, 31, 43, 72, 53, 58, 55, 19, 44, 51, 22, 42, 75, 32, 20, 61, 17, 73, 65, 28, 22, 28, 18, 11, 27, 52, 20, 59, 51, 50, 41, 35, 27, 46, 59, 46, 33, 55, 44, 62, 52, 32, 34, 57, 72, 49, 31, 28, 75, 53, 35, 41, 55, 47, 43, 37, 53, 30, 34, 47, 27, 17]
[7, 6, 44, 52, 27, 26, 36, 17, 0, 57, 5, 31, 67, 50, 59, 37, 45, 56, 46, 45, 38, 23, 33, 54, 38, 43, 59, 48, 28, 55, 10, 57, 49, 45, 37, 30, 34, 28, 37, 35, 9, 46, 54, 34, 39, 33, 21, 58, 45, 51, 22, 43, 37, 47, 53, 33, 36, 57, 55, 33, 15, 16, 59, 44, 25, 57, 39, 37, 50, 34, 66, 46, 41, 33, 11, 31]
[51, 52, 82, 35, 38, 84, 33, 56, 57, 0, 60, 46, 29, 27, 30, 88, 99, 85, 27, 50, 73, 37, 40, 107, 54, 15, 101, 55, 77, 25, 47, 99, 91, 59, 71, 84, 54, 58, 36, 69, 67, 53, 108, 67, 19, 89, 38, 40, 97, 14, 79, 98, 30, 94, 108, 25, 90, 2, 87, 62, 61, 47, 99, 101, 39, 59, 69, 38, 98, 90, 50, 56, 26, 87, 56, 70]
