Location coordinates of network setup:
[(0, 0), (3, -29), (-18, 14), (-46, -12), (22, 43), (42, -26), (34, -39), (-2, -19), (49, 39), (24, 25), (-29, -39), (-50, 42), (8, -8), (-50, -44), (-19, -28), (-14, 41), (37, 6), (-29, -47), (50, 14), (-3, 16), (-15, -31), (1, 8), (33, 13), (23, 22), (-9, -36), (-48, -25), (-32, 7), (40, -20), (33, -2), (-9, -8), (-7, 3), (-25, 9), (22, -14), (33, 1), (10, 24), (-20, -10), (38, 48), (33, 10), (30, -25), (-33, -29), (-7, -45), (27, 7), (50, -12), (19, 38), (15, 9), (-17, 41), (-6, 7), (12, -41), (10, 18), (-4, 3), (-41, -4), (-28, 11), (-37, 35), (-48, -5), (-4, 40), (-23, 1), (3, -37), (48, -28), (-22, -32), (-39, 7), (33, -35)]

Depot Index: 0

Customer node indices: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]

Charging station indices: [41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]

Random service times: [0, 12, 14, 12, 14, 13, 12, 14, 13, 14, 14, 13, 15, 11, 12, 13, 14, 10, 14, 12, 13, 12, 10, 11, 14, 14, 13, 14, 12, 10, 13, 12, 13, 13, 10, 15, 13, 14, 10, 13, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Time Windows: [(0, 1000), (27, 500), (46, 500), (2, 500), (19, 500), (4, 500), (40, 500), (43, 500), (22, 500), (48, 500), (15, 500), (6, 500), (49, 500), (11, 500), (11, 500), (35, 500), (23, 500), (39, 500), (15, 500), (23, 500), (30, 500), (31, 500), (47, 500), (28, 500), (31, 500), (33, 500), (5, 500), (0, 500), (46, 500), (12, 500), (43, 500), (19, 500), (0, 500), (14, 500), (46, 500), (7, 500), (0, 500), (27, 500), (11, 500), (48, 500), (34, 500), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000)]

Demands: [0, 6, 4, 8, 6, 7, 4, 5, 3, 7, 4, 10, 1, 3, 3, 5, 7, 5, 4, 2, 3, 1, 4, 7, 2, 3, 6, 10, 9, 2, 7, 1, 8, 3, 7, 1, 10, 1, 7, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Vehicle Capacities: [29, 28, 28, 30, 29, 29, 28, 29, 28, 27, 26, 29, 30, 28, 25, 29]

Battery Capacities: [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]

Distance Matrix:
[0, 29, 23, 48, 48, 49, 52, 19, 63, 35, 49, 65, 11, 67, 34, 43, 37, 55, 52, 16, 34, 8, 35, 32, 37, 54, 33, 45, 33, 12, 8, 27, 26, 33, 26, 22, 61, 34, 39, 44, 46, 28, 51, 42, 17, 44, 9, 43, 21, 5, 41, 30, 51, 48, 40, 23, 37, 56, 39, 40, 48]
