Location coordinates of network setup:
[(0, 0), (-5, -1), (-4, 17), (27, -33), (36, 37), (44, -44), (-33, -2), (-6, -7), (-46, -30), (-24, 28), (23, 23), (32, -40), (48, -40), (-28, 18), (46, 20), (-6, 36), (40, -48), (25, 23), (-46, 41), (30, -39), (29, -30), (2, -38), (23, -13), (3, -5), (-45, -4), (26, -5), (10, -25), (1, 15), (15, -7), (-29, -4), (-5, -26), (37, 0), (-39, 21), (-8, -32), (-10, -28), (41, 30), (46, -21), (29, 18), (21, -50), (-47, -3), (11, -34), (25, -6), (-30, 5), (-9, 14), (-49, -42), (26, -49), (-34, 20), (-17, 50), (34, 4), (-37, 38), (-12, 45), (5, 20), (29, -47), (40, 47), (-2, 0), (-32, 6), (-35, -33), (-45, 20), (14, -26), (13, -10), (6, -50), (-14, -38), (-42, -19), (19, 28), (19, -48), (23, 28), (40, -7), (-37, 50), (21, -48), (46, 16), (-47, 6), (42, 22), (25, 7), (-44, 41), (-40, 40), (-10, 20)]

Depot Index: 0

Customer node indices: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]

Charging station indices: [51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]

Random service times: [0, 4, 3, 2, 3, 2, 2, 4, 3, 2, 5, 5, 4, 2, 2, 3, 3, 5, 3, 2, 5, 3, 4, 4, 4, 3, 5, 3, 4, 4, 4, 4, 4, 3, 2, 2, 5, 4, 5, 5, 5, 4, 5, 2, 4, 4, 4, 5, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Time Windows: [(0, 1000), (10, 500), (42, 500), (6, 500), (8, 500), (11, 500), (20, 500), (28, 500), (37, 500), (38, 500), (21, 500), (16, 500), (3, 500), (43, 500), (27, 500), (17, 500), (37, 500), (30, 500), (10, 500), (36, 500), (37, 500), (49, 500), (5, 500), (8, 500), (9, 500), (41, 500), (6, 500), (18, 500), (17, 500), (43, 500), (46, 500), (38, 500), (30, 500), (33, 500), (42, 500), (29, 500), (14, 500), (32, 500), (10, 500), (44, 500), (43, 500), (42, 500), (11, 500), (45, 500), (0, 500), (26, 500), (46, 500), (15, 500), (27, 500), (47, 500), (3, 500), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000), (0, 1000)]

Demands: [0, 6, 6, 9, 9, 4, 5, 4, 3, 10, 3, 1, 3, 10, 10, 4, 1, 10, 7, 10, 7, 5, 4, 7, 1, 7, 3, 9, 4, 6, 9, 9, 1, 2, 9, 7, 8, 7, 8, 8, 9, 3, 4, 9, 7, 8, 3, 9, 9, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Vehicle type list: ['EV', 'EV', 'EV', 'EV', 'EV', 'EV', 'EV', 'EV', 'EV', 'EV', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE', 'ICE']
Vehicle capacities: [25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]

Battery Capacities: [100, 100, 100, 100, 100, 100, 100, 100, 100, 100, None, None, None, None, None, None, None, None, None, None]

Distance Matrix:
[0, 5, 17, 43, 52, 62, 33, 9, 55, 37, 33, 51, 62, 33, 50, 36, 62, 34, 62, 49, 42, 38, 26, 6, 45, 26, 27, 15, 17, 29, 26, 37, 44, 33, 30, 51, 51, 34, 54, 47, 36, 26, 30, 17, 65, 55, 39, 53, 34, 53, 47, 21, 55, 62, 2, 33, 48, 49, 30, 16, 50, 40, 46, 34, 52, 36, 41, 62, 52, 49, 47, 47, 26, 60, 57, 22]
[5, 0, 18, 45, 56, 65, 28, 6, 50, 35, 37, 54, 66, 30, 55, 37, 65, 38, 59, 52, 45, 38, 30, 9, 40, 31, 28, 17, 21, 24, 25, 42, 40, 31, 27, 55, 55, 39, 55, 42, 37, 30, 26, 16, 60, 57, 36, 52, 39, 50, 47, 23, 57, 66, 3, 28, 44, 45, 31, 20, 50, 38, 41, 38, 53, 40, 45, 60, 54, 54, 43, 52, 31, 57, 54, 22]
