carrier_id,firm_id,depot_zone,contract_firms,num_veh_type_1,num_veh_type_2,num_veh_type_3,num_veh_type_4,num_veh_type_5,num_veh_type_6,num_veh_type_7,num_veh_type_8,num_veh_type_9,depot_lower,depot_upper,depot_time_before,depot_time_after
692698,692698,761,[692698.0],2,6,,,,,,,,540,1200,5,10
732013,732013,85,[732013.0],2,9,,,,,,,,700,1060,5,15
732036,732036,370,[732036.0],4,6,,,,,,,,520,1280,5,25
732042,732042,919,[732042.0],5,10,,,,,,,,520,1180,0,15
749269,749269,604,[749269.0],4,9,,,,,,,,640,1020,5,15
751485,751485,599,[751485.0],4,6,,,,,,,,520,1180,20,20
757288,757288,556,[757288.0],3,11,,,,,,,,500,1180,15,20
766771,766771,494,[766771.0],1,4,,,,,,,,520,1260,5,10
795227,795227,789,[795227.0],4,6,,,,,,,,580,1060,0,25
801094,801094,778,[801094.0],2,9,,,,,,,,660,1080,25,15
815836,815836,614,[815836.0],5,5,,,,,,,,680,1300,15,0
820664,820664,546,[820664.0],4,12,,,,,,,,620,1040,25,15
905841,905841,261,[905841.0],0,13,,,,,,,,520,1020,0,0
920067,920067,343,[920067.0],3,4,,,,,,,,580,1240,5,10
920079,920079,1033,[920079.0],3,10,,,,,,,,620,1260,5,20
920086,920086,374,[920086.0],8,8,,,,,,,,640,1280,15,25
925085,925085,29,[925085.0],4,5,,,,,,,,600,1300,15,5
930516,930516,1013,[930516.0],5,4,,,,,,,,580,1240,25,10
946498,946498,614,[946498.0],4,12,,,,,,,,500,1140,10,25
946502,946502,671,[946502.0],6,9,,,,,,,,480,1120,5,10
952310,952310,903,[952310.0],6,9,,,,,,,,460,1180,10,25
952350,952350,1014,[952350.0],2,17,,,,,,,,600,1280,15,10
952357,952357,445,[952357.0],3,5,,,,,,,,620,1300,10,10
952402,952402,918,[952402.0],4,3,,,,,,,,540,1100,5,20
974148,974148,610,[974148.0],5,7,,,,,,,,660,1180,15,25
974149,974149,583,[974149.0],3,11,,,,,,,,620,1180,5,0
974195,974195,967,[974195.0],3,10,,,,,,,,460,1220,20,10
1006717,1006717,196,[1006717.0],6,11,,,,,,,,500,1240,15,20
1006742,1006742,521,[1006742.0],3,11,,,,,,,,520,1240,20,15
1011925,1011925,687,[1011925.0],2,10,,,,,,,,420,1080,20,0
1011939,1011939,680,[1011939.0],2,9,,,,,,,,700,1240,15,25
1016696,1016696,371,[1016696.0],4,14,,,,,,,,680,1200,20,10
1016698,1016698,683,[1016698.0],8,6,,,,,,,,440,1100,15,0
